15,533
16,523
17,516
18,505
19,497
20,486
21,475
22,465
23,457
24,446
25,435
26,424
27,413
28,402
29,390
30,379
35,344
40,301
45,274
50,238
55,223
60,204
65,187
70,179
75,163
80,148
85,151
90,135
